TechCorp,HealthPlus,FinBank,RetailHub,AutoWorks,GreenEnergy,Foodies,EduTech,TravelCo,BioLife
625.5132887268023,972.2546566225395,616.5194403868952,698.39640197706,347.45663008771703,788.9984537105752,621.4193221538295,577.7739551769291,920.2335595986613,227.7238390498812
624.7790547594384,973.7456832797247,593.9412817056576,723.4449266006177,339.43510274161537,801.9670615252262,646.1890360661353,573.5705603683272,955.9697006317832,234.63628065849355
621.2259972294046,989.9154296026513,612.2929807309356,706.9319322553725,343.5682303615382,774.3464394852487,666.4411332696086,600.2610321869071,914.871491847625,232.15439337082196
639.8231177163054,994.9781972440637,613.7740346457291,724.8621661278883,352.6904321809843,795.6411012544801,680.9686196192218,584.9129942288931,876.7010289392517,228.94387864789593
665.148204415552,979.5789930390004,643.9490544748188,705.542265608051,359.1952511359073,777.8687517849501,658.5428702734802,604.7825480992111,918.4762561172203,237.42371625666323
681.5135359892322,1018.0085746176956,671.191118550678,728.8023575862178,363.4787804713224,746.1436745241933,675.7776343957073,626.5011919558302,959.7858440872689,231.72621896338023
647.7766582030664,1036.852579429371,650.7881322486697,762.3498041589907,369.6288319310787,760.1148524875423,649.3573302075669,641.0445267178233,1002.7289881699746,235.46337547175486
667.6937373885769,1027.953949710063,675.1795721829436,750.2096529213396,372.9744774244708,776.0651717381688,652.4424446234594,639.8660887870998,1015.2050554195124,235.20228818762686
688.9293228894477,984.8364447217394,643.3188600231947,728.3762279681237,355.08683273489186,802.8834158177052,676.4852198643551,643.9765370574211,966.158636921185,240.7970732292896
720.641264555327,996.5352468069838,644.8132514445815,739.907730786984,368.6956182287323,769.8067038668419,689.6692047250468,634.8642411521313,932.8849133934983,239.81779768921606
725.2388329001024,1002.8990844854833,657.143655109868,762.0154799849962,363.8735380069082,737.3764900675994,707.3160520505975,614.2262639175652,946.360421372164,237.04721120460815
714.8866594901873,983.5058910342353,672.3453923912526,771.0099179199411,354.2752577474576,716.7484345818276,691.2720856821768,640.4480205140817,958.2292551337192,242.6949716003189
714.6036190910651,1013.2655544175323,672.2159898921567,779.1601177913452,349.587325786254,681.4150632111604,668.3362749015592,610.5018898821176,925.4552137660039,253.1620537860314
733.0387151803629,977.0945575283064,642.389847237993,788.5427384735127,343.7852924057162,659.0407412696807,660.4533058024938,586.8177026430092,961.7511651823562,263.2168085597727
711.8033836225228,944.1488389223214,654.2857215523952,783.3543644782638,345.5119338388484,656.6960622725273,670.6779785803515,606.3682285561835,971.3351147861703,254.23943316334683
731.0022639165232,953.3727048729282,667.9062134782162,817.9242895394224,344.29892393474205,668.3153384268369,692.125954781245,603.61255938958,1000.5201254331041,245.00870726826818
743.4098248144207,951.6829193376944,699.4316899870447,852.7459108536184,356.48689490222216,657.3337793072416,720.9805988616869,590.7531481841232,965.4105371490584,253.49904248874637
733.8871884615153,947.0361265259423,723.5703652479241,879.9447998196335,341.2624304127805,632.5158881532248,687.3822246009073,611.8825999854229,1002.4057747581835,248.1417425738027
735.0147978420019,947.3980403143038,752.417269699487,840.5577463360844,328.18002006733377,659.1989254749411,703.4859559092997,597.3750177953734,961.1332452488524,250.74703101065498
735.0147978420019,947.3980403143038,752.417269699487,840.5577463360844,328.18002006733377,659.1989254749411,703.4859559092997,597.3750177953734,961.1332452488524,250.74703101065498
710.0293044195168,926.4741739048939,745.5750150646137,868.390445754197,338.37889061646933,666.6720699935448,672.9507983692561,601.8483233634801,914.0321421615458,242.25193881550834
724.4049989124,955.5475348926199,709.9657830991379,857.0102627123563,334.1770403256156,689.9008902950998,701.6294288796441,582.4273893374692,924.7868355589859,253.59349072742117
738.4793142153487,945.2208336620716,739.5624328488188,835.4042659302731,324.34323099501876,714.7802165772255,697.8444779557178,576.1077142234906,967.1290465864324,260.76066555833285
754.4792130723562,975.2975527735554,758.64192749071,869.2675020639522,322.3111029100966,712.2502207793436,675.1040150363347,582.0259894657243,973.490736419093,252.7339589958107
781.9760986201126,1016.7716523276769,736.1766212415919,891.5536028429259,321.6557034666285,728.535725020682,642.4987379331546,587.3882592895283,1013.5628481905064,241.56016242605148
773.5655586242418,978.7923988616582,734.1266873956384,896.3039172285303,331.57573312531656,743.558642958181,619.1674684376733,594.6322788406841,998.2281743209754,235.6186508796449
801.2437924844073,988.467740078458,741.6703523711977,911.2711827809309,320.5051483337528,768.6840786793366,630.3286577723436,571.7324674001777,1004.0188315175307,229.5736181156334
805.4317190924695,1008.7027670663767,777.3188873194289,868.693931724688,323.42036352703525,773.5306268581131,652.4475169093696,578.1646202207302,1017.3646315462535,234.92539608282738
820.9962121498324,971.0901600088741,772.7691358142802,854.0085189963062,316.8214368529314,734.9334439909725,629.1790081780838,585.7398614830141,1003.4412515359402,227.84640847716224
848.8978073369731,996.7140322507366,762.5618656339462,858.9442004623787,309.8375379768568,750.6219025872816,647.5533816540342,587.9037231741787,972.1806438954663,218.38199828149527
817.484756610874,954.7840236443149,748.7257991913478,844.9839929294147,300.82743955376475,719.8306980252175,647.6216902448066,563.501289528875,952.4856379754931,228.7523140899052
843.3350214422012,952.2605920651938,713.6251435929114,845.6769437991983,291.7237617375577,731.5244706164135,654.8683356597141,563.7419731560142,924.9539799904217,235.98881951762402
841.5118021974106,987.6881820967901,737.1201765360628,873.1514991753558,291.6561032150397,738.7272393853534,683.5570549916036,540.2985247043091,896.4873680117526,234.53531386323692
845.4112548706216,971.991597844203,767.1790280902944,854.6926865350424,290.9358630654591,707.8718943243048,687.2386286030373,553.1678363366075,917.973866463722,241.60953774519183
820.494178090144,1011.9156005644033,765.6875970779654,874.7038959537942,281.7717879034125,719.6765590773198,705.4705203912076,571.5344783431436,949.1077171174355,249.40116996384089
820.7772764852873,997.1341185417908,730.9511719790838,898.2143147828588,286.9259558600515,723.2693219375852,730.3416348268497,598.5793312855099,950.0450372397333,260.10100838481054
830.3032953123645,1046.9076537304113,718.7903613003115,942.7720405449957,288.5065743348836,719.2682222970785,712.3974183331319,613.8062748219764,934.8412919903527,271.60944734341973
801.1833304333949,1057.4313291626074,715.0377972327608,968.0629487852797,300.8569500873514,738.923655378425,744.1892032560806,606.9577892667056,928.2675115884074,278.1292346706291
792.4685877587175,1036.7255075339992,742.4028128704005,978.106104960018,305.76271951771616,754.0734651642055,765.6375257144044,588.4384523393778,961.3310215418909,275.21815002003643
791.8732550039232,1044.1018748832955,727.512012948666,988.7188263544193,312.346065525999,739.474249122719,756.3360434665673,615.4104890269771,934.8277997998989,264.2590498394979
759.9871295834813,1064.3974416006579,700.5482887202024,962.0046250068468,312.26057940750775,722.0436777966285,761.6492430392045,611.8209227479385,952.9493540103343,277.10623717053437
774.7926616555613,1074.0400230318028,690.4025398337707,1008.2450660607518,324.38048281861046,741.030676314405,770.5323139292515,581.9500322467344,965.428201378401,282.03019623374985
812.5153898313032,1035.5844268056405,657.4738507920067,1051.804281371843,309.3487950315307,775.0965231149728,795.948507094915,570.682712731214,963.1084651073688,275.8409973872151
792.2785245802996,1066.2528478994448,659.4466091705744,1090.5979007385063,299.3569873637945,752.4100491579894,776.279781742348,552.1233070019761,994.8381279661863,289.36918750540093
791.5634448701747,1035.255723890372,647.9261787439041,1069.079035501481,310.4481395989333,721.7909897935428,783.189530764522,555.2872690566552,1041.83957834973,302.62214319361453
824.057121813435,1031.0847256688069,680.1827808341751,1045.7949604710961,321.0715574263846,693.9047242253855,780.5638254932604,580.8733747037671,996.8656038140563,304.2108782347468
863.8950587472168,1013.6257194961001,673.7994754424944,1058.593713635358,335.18983923365226,668.5404357388396,745.0619950459586,563.1192965390062,994.8254856515954,316.5667121595177
885.4142492294501,1060.4349661332994,646.7064628533482,1087.0635386826705,336.92525026321357,670.2071457396459,733.3528482793088,586.6854808994359,1006.4418030901932,317.20710899260575
885.8228132591559,1046.0458087185682,668.3057939048264,1052.7215819311489,338.3960777652816,695.849525611695,754.8155260160319,612.9646288814414,1008.2825125671956,317.72276077241145
916.3770164376291,1078.4483227618998,673.5189084481161,1026.0277481744397,323.47820828785035,689.512657696502,770.7949676394317,626.7463812982567,1001.2167344088322,302.9240874625012
877.4009823774547,1068.5823862324817,693.0522162799833,987.9646242445168,324.85184904405264,666.8924651522608,749.8912122057851,617.8905033768773,1039.939322277728,290.21106903088406
871.6357484413035,1095.5923061617204,663.2613467352468,1035.4424463708528,320.42464139682426,644.0935544831422,779.9158127024115,641.2109281584463,1010.6572661167515,288.1005575506464
893.9605900663269,1139.3885064763094,681.7272320713246,1082.6400000706556,308.28031676226004,627.3210041395366,810.5371670788716,640.346682436132,979.8079257832256,275.0652087952022
913.799707013537,1126.071516619895,663.4791358058338,1103.0810255034262,301.47270440203516,636.0825603860775,846.1467832275404,646.4415612229222,1012.6485504045999,267.214116548498
938.8781387507026,1112.8011020298047,685.2726347552704,1141.102311833168,314.7368054884486,637.3160756210098,881.2215622609848,616.288336633502,1013.8166500194566,254.6479759722973
957.2424169658306,1156.0071722773262,688.6870409791794,1189.591694723697,303.63233587308093,616.3485779426504,847.111422004598,635.4361661664838,1015.1663596307566,246.91698385400048
1003.2616749066106,1146.6904009740042,665.0558489853082,1231.0698046835857,309.3080838509577,626.9626242528486,841.2180232432345,616.0858223048798,972.7412758268229,254.61540809863723
995.9780457273142,1166.3653787769665,640.7454935816684,1193.9039778843276,305.8958211987486,607.8212592130885,853.9352923010658,645.8561229590484,927.2433790725776,265.8067076011859
975.0180675381563,1219.2786625682397,622.0463699018767,1233.022613672025,304.4583654099094,610.8484705751024,838.3104401279933,618.8530013224496,948.3092470585696,272.14235705589186
992.5070310810853,1179.892799677028,625.439659892697,1193.0437579759837,293.4404135881258,610.1750928213033,864.5699334322933,599.0368986949244,949.0378492586677,269.398373975804
1039.071195688732,1236.3548441054834,618.0106592893272,1166.4966329118038,283.1179572100379,595.5898664807958,886.0486126217739,588.7097467698073,905.6507544793257,267.40671966565793
1046.3575585695812,1262.6212850984657,638.8198161737705,1160.2197025455912,285.7701886100543,598.1703159552837,890.6995262162353,610.6132109809979,880.3784339743953,258.29434554820097
1062.1812817934,1252.8292334248038,612.7741431453794,1193.2235793257748,279.4154675649672,574.3215962178323,876.9168088202144,601.3204020626325,841.9324265830804,263.6831138051838
1059.096716634467,1285.9737646868462,599.2147616739638,1237.7758806583092,271.36875893638876,602.0884164598934,882.9039424685876,584.9834523153082,816.7640357550899,262.02745998175055
1106.0463495802885,1237.9306422246611,628.9358881329737,1212.6404745194388,265.2801471419514,608.8218336960376,849.5783556917397,558.6889668086586,782.6813983581235,263.85170575393346
1073.416328106271,1231.4441287224538,603.3295588578699,1208.8908605902113,264.9144056142449,586.9172307255043,874.2287380961025,576.9327261342257,811.4772154830719,267.82411914931777
1049.278844488583,1200.3963467794024,584.5682026379712,1190.5608548888802,270.1061275116242,597.7341949975171,851.9574779305551,588.7654367053246,830.900128812876,260.40928015518386
1093.915316465567,1233.2452895336771,583.6950991802918,1223.6270436485984,259.14941384323845,576.2776939541881,819.4934868812466,613.2989915280706,813.1108875469312,265.6696492433197
1108.0705657579886,1223.6407432467872,577.2099599720709,1210.0497886491423,268.8706599102156,573.9489491434246,808.4314268044632,595.6007330049121,829.6426169086902,263.54379004656215
1108.0705657579886,1223.6407432467872,577.2099599720709,1210.0497886491423,268.8706599102156,573.9489491434246,808.4314268044632,595.6007330049121,829.6426169086902,263.54379004656215
1122.2143985285306,1251.7014214047056,554.5998992140569,1158.8874134082591,263.87705620377017,553.6621159073095,787.4281279533873,590.6240362251439,858.3090660709119,273.42284987314025
1171.705568079898,1264.8281398674762,567.6635703023376,1136.8661915532718,252.26562585277182,572.1483673072293,824.7160359452096,598.589040369859,818.729689476487,265.67008700440203
1145.4098052107267,1208.8125807326808,584.2820335293803,1118.1423295355326,256.34034513282427,557.8312021793537,846.5816093348939,602.5573910025432,820.4006127041414,253.57033486829138
1112.6576568061625,1208.7776376558518,602.1313356232404,1071.4799742484106,263.43349827437,566.6594748411117,886.70541339049,580.3801286834985,780.5049598366379,257.53662172881576
1083.022549031924,1155.7169696353055,620.7085266421931,1119.7910729014425,256.48740548595464,588.0418502857401,886.5902823121808,555.4642608531244,800.9902720097758,258.78728615847535
1110.528169106852,1147.6579187657806,620.2313339213028,1071.6200954446863,245.20962617304173,583.9472270043382,875.7496034440447,530.5098088596724,833.3871181346425,270.8214265465268
1115.554333660337,1182.8520099316715,634.3272163585515,1110.872679426963,236.25016589472472,581.2705158209006,837.5855632614531,516.3888445641584,803.9567329394409,260.858202592636
1158.1447777427798,1151.0775830160628,619.8232896150917,1139.5045121459004,234.76385491677402,587.7652720500787,865.1174195709538,500.172894236831,827.501475767742,261.7230445900084
1126.5845993825258,1201.7134004356824,610.085347302069,1111.3933332190657,245.53639341189248,569.719840857044,825.997343861133,501.9096560166944,830.5726702439515,268.6129194462778
1087.3437218630418,1211.4221821991866,634.814846611916,1159.5391423983929,256.84083374670416,589.0130237154109,788.9888229350336,508.4270797442456,870.4892017944393,266.0964295292237
1057.6403613827952,1207.4200730282048,604.0282872512904,1112.081243959087,249.44100159961468,570.8051995728318,780.230705366303,520.3764330707403,845.2407268338576,265.1066054633045
1090.556404036275,1212.6314637466912,624.6436662900333,1142.7583500794715,242.15646771740978,570.5960387543696,800.6625427097064,499.55101641940735,867.8219629428849,275.1812576992998
1115.95497275661,1238.2217224059273,602.5094480469494,1133.826004555344,244.98434976206764,582.8916827844981,763.3423832791544,513.8805323667582,866.9145653848985,283.3813104698856
1077.9590052886492,1244.415216075987,598.0451859844754,1119.7744118089702,237.6934716774889,596.314033636817,765.1608635023914,503.8573209609727,825.0480657279153,294.97812073874667
1043.5175718128278,1194.667611095894,607.2298561452828,1173.3229625534373,238.8786613658817,589.822604232009,801.5425844889913,518.7365272301967,864.8055197992178,293.1929332180326
1061.645679917547,1174.4559342363236,583.7868596795888,1195.774327949557,233.93378593831855,605.197156244918,767.0252379373095,504.18511024598854,845.6623377012763,291.1737322491023
1050.3763084597467,1122.9402495797035,601.1034182809549,1200.845433731476,224.40307296321322,624.5717265407254,746.7683122281665,518.1345533616172,848.3786708055695,284.7620659559902
1040.078052252984,1156.1553236710172,617.0259632645192,1208.4489004909044,225.3135047195087,597.9616912121085,748.5143994366027,510.28793576391433,806.0119080758352,293.5984810448661
1038.711382708181,1204.8973721010207,628.6407676199649,1171.6681083250014,228.9499022936187,605.0657633564333,774.258593767477,515.0784419191446,777.1383918251058,305.09137333071277
1031.2526777742444,1203.3453270932241,659.3848176286205,1200.3002627605063,234.87410878192355,610.7738375927512,783.2985360904258,502.6025355161821,797.1826221541859,299.5940438984207
1007.4812753809696,1169.3897978286163,666.1441261426694,1219.8929567896641,226.94203662835562,634.5543278338118,817.6438775536067,504.01950097031533,769.397861727963,298.1127812289095
1011.7619793948702,1121.4470618745665,648.1740408492333,1186.1348534393173,236.26939029367338,626.6057380784825,788.7712102120629,519.4458066954305,769.3818253484034,300.44120258087037
992.6749151470283,1094.73733050152,615.8540851053209,1189.2102045852453,233.9110982984684,609.7637583158078,781.8125707655634,525.8327179757268,743.5876999388785,300.9565983385108
1042.2579000627272,1057.5309865767367,619.772377338584,1144.3403343861464,226.13171813213032,585.139974130852,808.7882507122334,514.5964467880138,762.551417497126,314.5908449058051
1075.8606504830038,1059.0308311729432,597.1779879815566,1088.580011117322,226.02140955242757,579.7931959205649,808.2240049320728,523.3439504004791,798.5472097296309,313.22834968277743
1071.9044198342583,1059.9097061562293,569.345939694347,1078.947400941641,216.36237041708011,587.1803445666719,845.8982654972973,541.2451472179198,772.7487458815108,311.69238937064694
1042.5896920301577,1099.4841881635296,568.6223950882008,1054.345884184591,213.07312789579947,615.8019408097153,833.6046568675171,518.4633119350123,804.487923635722,296.5385170075496
1090.4350168984033,1134.0962166253396,592.5928725068625,1104.0113380203081,210.73281166178384,603.9105025564446,819.332999489342,523.5277627317122,829.0761453311565,283.45124778716956
1075.76456850809,1186.193233150064,571.514104604407,1058.6588062878352,211.2994311523609,621.2401498316585,854.0506960587066,529.266596238482,817.7412407988195,278.9627438891753
1101.6582523375155,1168.8764284112203,589.6127387549462,1028.75726446846,208.7814324613062,636.2096688030816,818.7773680858934,554.7018598942941,825.2302162394224,284.27155890748094
1049.956975781554,1150.0165095699128,602.5132883642965,1058.2093333886912,208.78354754018284,651.1323589098545,810.3018811421948,582.1218932740728,788.1783452954352,277.42378635272803
1094.18712883802,1173.553237082203,628.2636223479705,1088.924526092224,204.8219176387308,653.8253925585309,792.1079366286697,601.7926429132357,806.3160469270363,268.590399975353
1076.7779081726553,1134.313878280806,616.3480503173105,1058.0345910276083,196.26960822434242,621.9807098350321,787.6128036044084,572.5756924048038,814.7780103593557,262.5198191791235
1037.9819472756526,1107.7312542947218,615.2047697314913,1061.7614060997153,201.97932742605144,595.5985475496744,810.330446620755,597.5006100735684,792.0298309306643,265.8764056190165
1016.3822386086094,1159.2388006147314,610.7473595148492,1059.1865294682445,203.8972924460837,577.9207741083528,801.1834057997721,619.3333499855606,779.0892300328961,258.6130433525437
1036.6418354398136,1123.3716461586125,637.2640630595039,1053.7565012691832,210.7114338330791,553.570332213248,783.2051835294712,624.0961540776212,809.7237468091224,247.10082109890251
1075.1927246653156,1157.531061604779,648.5880961193348,1012.6460584808997,201.76334240573186,572.5943880747296,803.3848275657657,651.7048250591098,785.2134464075407,239.22216638971625
1078.65071527915,1212.1990749778329,676.933787456905,1042.0839056405564,203.52644126219838,573.5276650693056,831.8247564814335,624.4452426913538,799.7600971009117,233.2862737375016
1085.8404334798693,1182.0951960059606,680.393473295015,1037.790862315755,209.39016800618148,583.665102589086,870.2971934147539,594.9840644668875,825.8484628600276,222.83920749924943
1087.0902879970047,1211.6971242613488,650.1668299306486,1074.1044761658736,212.60768297277673,589.2528963869564,855.130001130856,581.2998716343118,803.8059867313651,227.69649459644026
1118.9205823001319,1268.9660892873003,648.9354144153423,1057.6729015382302,214.0586018939148,608.7931869588496,875.0797229949702,600.8549430729425,806.562674463436,217.83239055487184
1090.3980239591965,1236.3016386251797,626.625487734032,1007.8184548908907,217.3916506265691,596.8689194149521,860.0505201582649,603.4031410533815,799.3963391577283,211.1433455086834
1052.553177129067,1219.7203297916271,623.2245714339853,988.3046656772146,221.6877875009209,594.6256563983789,868.181920914038,617.8809886216668,768.3034437908154,205.8279621905087
1063.3755891048288,1206.2147516582988,651.2532974001335,1026.658412443199,223.40155162027784,614.255698166681,901.7286010525922,590.247696467488,788.884274469536,209.73365337779148
1082.4481120954536,1230.5323077481985,632.6807636233701,1029.6254455652413,226.58772663556917,642.7634692334536,902.8341060112341,570.2668828363436,803.8170998067438,202.14604782942587
1119.4737018254232,1266.803231776167,651.9317536080489,999.7055240942159,229.51546886203317,614.9724990103706,879.7792672788986,541.8132258155141,817.4139302036482,203.67259832457432
1089.1856339952008,1246.9187747572116,655.8010493270345,990.6333283158227,227.18600179186893,615.4089498651826,871.1448483756949,564.0607912621361,823.4259946324394,197.80312287036557
1044.3139825021372,1282.8041648850005,652.5517073436101,957.352250457772,234.51095797819607,600.5993027573257,845.2501167498026,568.9758978556825,800.2706072297516,200.26826128549183
1029.4011792153726,1343.3837473388253,672.826823834267,970.4538892823158,227.67994752848304,588.7044710077743,864.8798323343443,584.4963749319128,798.2915419176209,198.5445036673015
1029.4011792153726,1343.3837473388253,672.826823834267,970.4538892823158,227.67994752848304,588.7044710077743,864.8798323343443,584.4963749319128,798.2915419176209,198.5445036673015
1040.3431070834577,1344.1940752646378,695.7032957486234,924.6393069106266,221.23681988714432,583.4308590224927,852.4436642694889,562.1448412928146,774.2806398262755,191.24457464959272
1091.2580586421184,1327.053500475241,665.606100890654,938.2270324274854,217.72833704685235,594.7587870394884,880.9616707260354,575.5639921624899,736.406955845181,200.45000539463615
1137.651518475767,1350.1853616642672,695.5984949294672,959.6972429092872,221.10126502324286,618.948059228466,861.4286177492428,549.5126317484059,723.2033550460246,198.11928609080363
1172.7814598088432,1286.3289407077737,692.6520037169739,931.6669364898406,227.3395645083227,634.5035369541553,865.5020052546251,559.404316618372,720.1039588312748,206.5068208831741
1213.2072313445385,1230.1337773157936,720.8153252128097,929.9065596827382,223.75491217332814,642.4486570424546,851.2147238582581,583.580892505622,737.5644352331482,197.2051127074
1270.2685777194686,1176.4295520364547,718.7776170721747,959.9672922154576,218.48835581720982,660.8948315720132,815.300461295467,570.1405964032733,741.8271560237444,206.10602687602773
1311.4217857119854,1162.0890962498393,739.7842104244652,947.7575723393855,213.16486381790622,656.5347255993017,830.7264429576923,572.0015098132849,710.4622562892379,211.71682736127647
1369.9223698021913,1179.818085414793,765.4025406283552,935.8400970369653,202.74861401642937,659.6521686221582,818.1943315556149,548.9606077395599,681.5198011141134,208.3985404193515
1398.9559711824618,1191.162633495122,738.6029758289753,965.7254032905072,212.67594505098512,675.5019288131347,795.8170624505726,523.8685409607425,706.1739628562473,218.68838302006827
1375.1429658838917,1214.9144224770957,770.1779608222347,989.272780028351,218.30219828741397,650.9674155614518,830.5395069651146,548.1403014539937,720.4361506746882,209.7544157340254
1368.151916849874,1261.9737739087213,779.6442950442657,967.8321775628649,216.59419665258088,668.2891017309074,871.1879906465889,532.9661122947294,750.9897641832865,202.38531363877726
1345.3079838039992,1319.4796257960606,759.5568918451916,959.6210594814215,227.0842737463305,642.2678205122412,852.3084983954308,537.9683053568849,781.3130090435217,201.88852967029058
1313.4675768497048,1295.5672245759029,757.905052335632,1001.6810114782381,236.53808498646018,639.3461588364444,863.5337975981706,523.0192114318983,820.1355229214272,209.72489467010595
1315.1774992658488,1272.2991407359843,760.4470977601322,1012.153229577276,226.99739397452285,613.6939998102621,871.8227478915908,529.4724061540331,814.7889449490592,215.80306944491463
1343.7444245513218,1218.9907005262676,761.8226873860813,965.1175565354821,237.80900645078495,586.1750756045686,911.9534423233001,530.0184070662034,848.1609944153633,212.5461646109646
1401.1909077449784,1271.9787528512738,734.4383523542116,1005.1096534374112,248.15066507549366,613.6133987616957,869.9454067685131,511.3839605730583,846.4949727389022,222.3188222253628
1465.8938446822606,1296.8734911819436,766.1946946412681,1008.0380660404663,254.72091883527827,584.8460706055752,865.9470081202774,492.10212395316506,854.6092769498882,233.1762109345896
1482.8467986980654,1290.2985996778818,741.8790965441591,1052.9212014040077,258.20225127978983,566.8145266487845,887.2434503570676,473.0910923706915,826.4641284951753,234.56404552222816
1549.6157104720385,1302.4457772193127,728.2263071480457,1062.0463747022131,269.3376518782435,580.9293265316816,880.6428179427841,458.90100302004333,854.7010465753418,244.7868263257041
1592.7239777692755,1310.1141336009794,711.3130713559297,1051.184582212324,260.8639716455833,609.6592482042861,918.8290357269184,459.25705400481365,854.3077640331703,255.9870292644916
1580.957686063194,1373.6584157124366,680.343637509098,1019.7472093959605,253.98773774299195,633.2896064653977,920.3015199603121,476.45906089672894,844.3237984173371,252.37815926198576
